#b 	 momk 	 non Elliptic 	 Smat 	 Smat Fderiv 	 Smat Sderiv 
4.02167	3.88889	1.32516	0.171285	1.02063	-0.152394
4.06586	3.88889	0.742796	0.213916	0.856271	-7.28631
4.11006	3.88889	1.90074	0.246985	0.692988	-0.102032
4.15425	3.88889	0.289212	0.272883	0.374458	-14.3143
4.19845	3.88889	2.15969	0.280142	0.0601227	0.0910152
4.24264	3.88889	-0.331713	0.276588	-0.363533	-19.2653
4.28683	3.88889	1.92316	0.2481	-0.781281	0.358382
4.33103	3.88889	-0.966708	0.207323	-1.21303	-19.8945
4.37522	3.88889	1.09148	0.140922	-1.64225	0.468401
4.41942	3.88889	-1.42629	0.0638591	-1.95637	-14.682
4.46361	3.88889	-0.288394	-0.0320928	-2.27691	0.174458
4.50781	3.88889	-1.55114	-0.133801	-2.3533	-3.63111
4.552	3.88889	-1.98663	-0.240355	-2.44697	-0.60821
4.59619	3.88889	-1.27982	-0.345218	-2.21163	11.2597
4.64039	3.88889	-3.59313	-0.436146	-1.99717	-1.55566
4.68458	3.88889	-0.705739	-0.516948	-1.45683	26.0109
4.72878	3.88889	-4.61032	-0.56506	-0.926699	-2.02299
4.77297	3.88889	-0.0232842	-0.595648	-0.178483	35.8866
4.81716	3.88889	-4.61153	-0.580634	0.583332	-1.40751
4.86136	3.88889	0.532852	-0.543778	1.36598	36.8215
4.90555	3.88889	-3.39866	-0.459284	2.19065	0.502552
4.94975	3.88889	0.80374	-0.353289	2.80182	27.1518
4.99394	3.88889	-1.13074	-0.210785	3.47085	3.12824
5.03814	3.88889	0.788419	-0.0525159	3.7314	8.66136
5.08233	3.88889	1.66993	0.119689	4.03658	5.15057
5.12652	3.88889	0.642605	0.296978	3.84895	-13.6423
5.17072	3.88889	4.23897	0.459828	3.65676	4.94558
5.21491	3.88889	0.610856	0.613932	3.03913	-32.8987
5.25911	3.88889	5.8437	0.727388	2.34943	1.69079
5.3033	3.88889	0.81317	0.818203	1.42908	-43.3452
5.3475	3.88889	6.07194	0.851947	0.390082	-3.66835
5.39169	3.88889	1.15358	0.853005	-0.627286	-42.3769
5.43588	3.88889	4.97877	0.794949	-1.75045	-8.45673
5.48008	3.88889	1.31704	0.701791	-2.63514	-31.5742
5.52427	3.88889	3.07525	0.561841	-3.53311	-9.06717
5.56847	3.88889	0.822313	0.394359	-4.10095	-16.6271
5.61266	3.88889	1.44923	0.202315	-4.46833	0

0.0441942	4	2.41714	0.32475	0.00710797	-1.85989
0.0883883	4	3.09984	0.324912	0.0378792	3.25244
0.132583	4	3.44625	0.330169	0.209224	4.50165
0.176777	4	2.84847	0.342015	0.286215	-1.01743
0.220971	4	2.68149	0.353224	0.210947	-2.38881
0.265165	4	3.40013	0.361919	0.221129	2.8496
0.309359	4	2.64746	0.372378	0.204757	-3.59055
0.353553	4	3.22459	0.379343	0.142629	0.778948
0.397748	4	2.51985	0.384575	0.0526831	-4.84935
0.441942	4	1.8666	0.380798	-0.254602	-9.05686
0.486136	4	2.87905	0.36377	-0.446569	0.369386
0.53033	4	2.84885	0.344669	-0.411647	1.21101
0.574524	4	3.17246	0.328732	-0.285308	4.50646
0.618718	4	2.69082	0.319404	-0.162171	1.06614
0.662913	4	2.97021	0.314053	-0.0624492	3.44665
0.707107	4	3.49683	0.315865	0.171741	7.15163
0.751301	4	1.36224	0.3248	0.105019	-10.1711
0.795495	4	2.31919	0.322137	-0.166058	-2.09644
0.839689	4	2.26517	0.312836	-0.252935	-1.8352
0.883883	4	2.62493	0.301032	-0.254863	1.74795
0.928078	4	2.82174	0.29212	-0.133855	3.72815
0.972272	4	1.66999	0.286999	-0.162298	-5.01532
1.01647	4	2.41978	0.277083	-0.237633	1.6063
1.06066	4	2.47004	0.268429	-0.147733	2.46251
1.10485	4	1.52064	0.262011	-0.194653	-4.58606
1.14905	4	2.3816	0.251371	-0.231515	2.91811
1.19324	4	1.56407	0.24208	-0.2322	-2.94913
1.23744	4	1.38043	0.228776	-0.373411	-3.44049
1.28163	4	1.78108	0.21034	-0.428756	0.935594
1.32583	4	1.54949	0.192078	-0.402666	0.24496
1.37002	4	1.53802	0.174842	-0.370209	1.22401
1.41421	4	1.50669	0.15989	-0.301698	1.87676
1.45841	4	0.991027	0.14732	-0.291249	-1.40395
1.5026	4	1.23582	0.133984	-0.291846	1.3769
1.5468	4	1.20849	0.12258	-0.220765	1.83945
1.59099	4	0.824627	0.11381	-0.194497	-0.650595
1.63518	4	0.605935	0.104227	-0.247208	-1.73508
1.67938	4	0.777661	0.0923	-0.276763	0.397768
1.72357	4	0.660889	0.080402	-0.263002	0.225033
1.76777	4	0.425978	0.0686397	-0.277315	-0.87268
1.81196	4	0.498155	0.0559824	-0.285375	0.507896
1.85616	4	0.319814	0.0436605	-0.276802	-0.119999
1.90035	4	0.464792	0.0319212	-0.240709	1.75356
1.94454	4	0.351386	0.0228807	-0.171074	1.39804
1.98874	4	0.245679	0.0165362	-0.11937	0.941507
2.03293	4	0.200325	0.0121486	-0.0799304	0.843507
2.07713	4	0.0756547	0.0091777	-0.0604256	0.0390634
2.12132	4	0.150494	0.00678484	-0.04246	0.77404
2.16551	4	-0.00890346	0.00528453	-0.0340364	-0.392791
2.20971	4	0.0881836	0.00367912	-0.0322111	0.475384
2.2539	4	-0.0387622	0.0024197	-0.0315818	-0.446903
2.2981	4	0.0329574	0.000805863	-0.0364963	0.224527
2.34229	4	-0.0360525	-0.000733071	-0.0364445	-0.222183
2.38649	4	-0.00591607	-0.00244755	-0.0385681	0.126093
2.43068	4	-0.0247979	-0.00404471	-0.0340789	0.0770853
2.47487	4	-0.0199666	-0.00543491	-0.0279243	0.201467
2.51907	4	-0.0175524	-0.00644652	-0.0172652	0.280843
2.56326	4	-0.00992878	-0.00690791	-0.00299794	0.364881
2.60746	4	-0.0134874	-0.00669938	0.0120856	0.317633
2.65165	4	0.0205473	-0.00578894	0.0306192	0.52118
2.69584	4	-0.00250995	-0.00402492	0.0470031	0.220342
2.74004	4	0.0619088	-0.00161866	0.0644451	0.568887
2.78423	4	0.0258218	0.00162283	0.0786008	0.0717887
2.82843	4	0.0963654	0.0052714	0.0888524	0.392087
2.87262	4	0.0727793	0.00943266	0.0961344	-0.0625135
2.91682	4	0.106649	0.013621	0.0933893	-0.0616969
2.96101	4	0.133459	0.0176727	0.0896491	-0.107583
3.0052	4	0.0770565	0.0213108	0.0700646	-0.778792
3.0494	4	0.186409	0.0238767	0.0512381	-0.0730859
3.09359	4	-0.00281719	0.0255525	0.0129064	-1.66178
3.13779	4	0.199496	0.0250345	-0.0242459	-0.0193219
3.18198	4	-0.12473	0.0231557	-0.0786305	-2.44208
3.22617	4	0.14351	0.0180966	-0.132237	0.0159122
3.27037	4	-0.260613	0.0113742	-0.19215	-2.72691
3.31456	4	-0.000393204	0.00110878	-0.252355	0.00206879
3.35876	4	-0.371365	-0.0107457	-0.299938	-2.15515
3.40295	4	-0.2226	-0.0254122	-0.348194	-0.0288802
3.44715	4	-0.407151	-0.04098	-0.359611	-0.487698
3.49134	4	-0.480286	-0.0571969	-0.370946	-0.0253361
3.53553	4	-0.336704	-0.0729219	-0.325097	2.10044
3.57973	4	-0.699441	-0.0859061	-0.277507	0.052951
3.62392	4	-0.143625	-0.0964794	-0.163964	5.08591
3.66812	4	-0.799502	-0.100374	-0.0488108	0.124626
3.71231	4	0.157824	-0.0999726	0.122118	7.61148
3.7565	4	-0.69495	-0.0895674	0.293983	0.166951
3.8007	4	0.513436	-0.0736517	0.488596	8.63908
3.84489	4	-0.339003	-0.0463997	0.682029	0.115534
3.88909	4	0.827709	-0.0138332	0.843784	7.20369
3.93328	4	0.257959	0.0281365	1.00253	-0.0188563
3.97748	4	0.993189	0.0733733	1.06572	2.87807
4.02167	4	1.00808	0.122293	1.12606	-0.14728
4.06586	4	0.916559	0.170675	1.03573	-3.94108
4.11006	4	1.74074	0.213832	0.944853	-0.170818
4.15425	4	0.565734	0.251633	0.680327	-11.8014
4.19845	4	2.23049	0.27401	0.418959	-0.0251881
4.24264	4	-0.0143617	0.286502	0.0107042	-18.452
4.28683	4	2.25169	0.275051	-0.391104	0.266583
4.33103	4	-0.687121	0.251005	-0.855766	-21.292
4.37522	4	1.64225	0.199492	-1.31517	0.499798
4.41942	4	-1.25429	0.135759	-1.70647	-18.2059
4.46361	4	0.381544	0.0486202	-2.10053	0.371446
4.50781	4	-1.52098	-0.0467525	-2.28041	-8.51114
4.552	4	-1.35005	-0.153166	-2.47539	-0.313162
4.59619	4	-1.37795	-0.260702	-2.34278	6.31482
4.64039	4	-3.15181	-0.360573	-2.23257	-1.32791
4.68458	4	-0.879734	-0.452801	-1.76675	22.4103
4.72878	4	-4.4836	-0.516961	-1.31651	-2.0372
4.77297	4	-0.207598	-0.565184	-0.595764	34.6575
4.81716	4	-4.83168	-0.569514	0.131814	-1.72791
4.86136	4	0.387879	-0.552368	0.938314	38.2211
4.90555	4	-3.8971	-0.486034	1.7822	-0.0274222
4.94975	4	0.712291	-0.397329	2.4569	30.5567
4.99394	4	-1.75657	-0.268008	3.19048	2.64434
5.03814	4	0.730359	-0.121094	3.53214	12.8156
5.08233	4	1.09273	0.0449536	3.9253	4.97844
5.12652	4	0.587344	0.218372	3.81254	-10.082
5.17072	4	3.84468	0.382011	3.70445	5.19126
5.21491	4	0.54297	0.539061	3.13831	-30.8146
5.25911	4	5.67811	0.658429	2.50629	2.21656
5.3033	4	0.744478	0.756678	1.60844	-42.8525
5.3475	4	6.08854	0.798835	0.591499	-3.16286
5.39169	4	1.11043	0.808944	-0.426827	-42.9257
5.43588	4	5.0786	0.759466	-1.5569	-8.22037
5.48008	4	1.31257	0.674757	-2.45401	-32.373
5.52427	4	3.16603	0.542281	-3.37031	-9.09788
5.56847	4	0.83829	0.381818	-3.94947	-17.1082
5.61266	4	1.49232	0.196155	-4.32747	0

0.0441942	4.11111	2.3585	0.302894	0.00711427	-2.01614
0.0883883	4.11111	3.1005	0.303046	0.0406402	3.53335
0.132583	4.11111	3.3581	0.308472	0.208967	4.08414
0.176777	4.11111	2.79365	0.319999	0.274302	-1.12739
0.220971	4.11111	2.64095	0.33061	0.19661	-2.38853
0.265165	4.11111	3.37601	0.33871	0.209408	2.96768
0.309359	4.11111	2.60792	0.34872	0.195112	-3.61461
0.353553	4.11111	3.18817	0.355244	0.132513	0.781691
0.397748	4.11111	2.43314	0.359914	0.0347044	-5.20793
0.441942	4.11111	1.86397	0.355231	-0.272223	-8.68208
0.486136	4.11111	2.83904	0.337716	-0.452668	0.51603
0.53033	4.11111	2.73919	0.31834	-0.421358	0.900923
0.574524	4.11111	3.16109	0.301949	-0.289854	5.05027
0.618718	4.11111	2.67349	0.292928	-0.144255	1.53882
0.662913	4.11111	2.92247	0.288727	-0.0306615	3.60175
0.707107	4.11111	3.41234	0.291969	0.20181	6.91877
0.751301	4.11111	1.35569	0.302168	0.135829	-9.90475
0.795495	4.11111	2.28819	0.301032	-0.129907	-2.12115
0.839689	4.11111	2.18318	0.293158	-0.227821	-2.30993
0.883883	4.11111	2.63021	0.282222	-0.235678	1.95435
0.928078	4.11111	2.77794	0.274224	-0.114742	3.51851
0.972272	4.11111	1.66907	0.269844	-0.145591	-4.91458
1.01647	4.11111	2.42488	0.260772	-0.215986	1.72911
1.06066	4.11111	2.4361	0.253084	-0.12816	2.24581
1.10485	4.11111	1.49533	0.247337	-0.183457	-4.74848
1.14905	4.11111	2.3619	0.237054	-0.226086	2.81954
1.19324	4.11111	1.57381	0.227988	-0.225604	-2.79772
1.23744	4.11111	1.35477	0.21504	-0.365786	-3.54536
1.28163	4.11111	1.7576	0.196861	-0.424241	0.899726
1.32583	4.11111	1.54173	0.17882	-0.395904	0.382519
1.37002	4.11111	1.51891	0.161998	-0.358668	1.30275
1.41421	4.11111	1.47399	0.147603	-0.288707	1.86362
1.45841	4.11111	0.970467	0.135627	-0.276624	-1.31688
1.5026	4.11111	1.19947	0.122982	-0.276109	1.34018
1.5468	4.11111	1.19026	0.112282	-0.203645	1.93872
1.59099	4.11111	0.78	0.104291	-0.178044	-0.780049
1.63518	4.11111	0.587045	0.0953718	-0.232189	-1.67049
1.67938	4.11111	0.745782	0.0841371	-0.261241	0.355933
1.72357	4.11111	0.642552	0.072918	-0.247033	0.287098
1.76777	4.11111	0.415532	0.0619384	-0.257501	-0.760767
1.81196	4.11111	0.478335	0.0502353	-0.262697	0.525605
1.85616	4.11111	0.321422	0.0389786	-0.250252	0.0375245
1.90035	4.11111	0.437033	0.0284774	-0.213238	1.63767
1.94454	4.11111	0.358435	0.020612	-0.143679	1.5105
1.98874	4.11111	0.222552	0.0154915	-0.0935686	0.756951
2.03293	4.11111	0.211056	0.012134	-0.0575237	0.874408
2.07713	4.11111	0.0648779	0.0101116	-0.0415439	-0.151338
2.12132	4.11111	0.158079	0.00840313	-0.0295541	0.693984
2.16551	4.11111	-0.00383107	0.00738048	-0.0256516	-0.51736
2.20971	4.11111	0.0898278	0.00601278	-0.0300934	0.316377
2.2539	4.11111	-0.020048	0.00473794	-0.0333508	-0.463804
2.2981	4.11111	0.0278161	0.00297391	-0.0427789	0.0371909
2.34229	4.11111	-0.0124106	0.00105882	-0.0452768	-0.150242
2.38649	4.11111	-0.017987	-0.00105646	-0.0496971	-0.0497736
2.43068	4.11111	-0.00739515	-0.00322671	-0.0468414	0.179023
2.47487	4.11111	-0.0384519	-0.00515992	-0.0415158	0.0620073
2.51907	4.11111	-0.0154888	-0.00683962	-0.0323455	0.352937
2.56326	4.11111	-0.0328702	-0.00794654	-0.0182544	0.284814
2.60746	4.11111	-0.0310607	-0.00846093	-0.00469891	0.328557
2.65165	4.11111	-0.00427556	-0.00828513	0.0140732	0.52105
2.69584	4.11111	-0.0379095	-0.00726521	0.0295821	0.180869
2.74004	4.11111	0.0423363	-0.00561331	0.0489585	0.695894
2.78423	4.11111	-0.0206646	-0.0029917	0.0646847	0.0158597
2.82843	4.11111	0.0925283	0.000104028	0.0803973	0.695117
2.87262	4.11111	0.0262594	0.00407644	0.0935285	-0.10081
2.91682	4.11111	0.129324	0.00828364	0.100727	0.426555
2.96101	4.11111	0.100168	0.0129726	0.107448	-0.122407
3.0052	4.11111	0.132376	0.0175834	0.10083	-0.177078
3.0494	4.11111	0.182907	0.0219027	0.0954177	-0.067845
3.09359	4.11111	0.0822719	0.0257134	0.069367	-1.11118
3.13779	4.11111	0.242628	0.0280573	0.0449113	0.00458898
3.18198	4.11111	-0.026336	0.0293322	-0.00337275	-2.18988
3.22617	4.11111	0.240312	0.0277694	-0.0509654	0.0358796
3.27037	4.11111	-0.173096	0.0245659	-0.116294	-2.99193
3.31456	4.11111	0.144232	0.0174832	-0.18214	0.0118094
3.35876	4.11111	-0.323201	0.0084476	-0.249257	-3.04878
3.40295	4.11111	-0.0573316	-0.00456801	-0.317735	-0.0504819
3.44715	4.11111	-0.425019	-0.0192789	-0.36189	-1.94748
3.49134	4.11111	-0.336829	-0.0365617	-0.406496	-0.0713173
3.53553	4.11111	-0.432906	-0.0544488	-0.399764	0.375993
3.57973	4.11111	-0.630563	-0.0718768	-0.391677	-0.0100842
3.62392	4.11111	-0.311728	-0.0880277	-0.312885	3.57614
3.66812	4.11111	-0.849545	-0.0995016	-0.232033	0.0823172
3.71231	4.11111	-0.0540612	-0.107469	-0.078648	6.85977
3.7565	4.11111	-0.885524	-0.10642	0.0769446	0.182214
3.8007	4.11111	0.305225	-0.0999399	0.28191	9.09222
3.84489	4.11111	-0.659025	-0.0815054	0.486782	0.180112
3.88909	4.11111	0.680605	-0.0569273	0.690653	9.04482
3.93328	4.11111	-0.139223	-0.0205004	0.891822	0.0599312
3.97748	4.11111	0.957938	0.0208766	1.02342	5.89491
4.02167	4.11111	0.621522	0.0699047	1.15136	-0.104854
4.06586	4.11111	1.01827	0.120587	1.14036	-0.392829
4.11006	4.11111	1.46995	0.170668	1.12713	-0.205962
4.15425	4.11111	0.79242	0.217519	0.930951	-8.67276
4.19845	4.11111	2.17106	0.252975	0.736283	-0.135744
4.24264	4.11111	0.286409	0.279971	0.363156	-16.7516
4.28683	4.11111	2.45944	0.285161	-0.00384328	0.141551
4.33103	4.11111	-0.389768	0.277998	-0.481618	-21.7603
4.37522	4.11111	2.10964	0.242703	-0.9521	0.466753
4.41942	4.11111	-1.03951	0.194083	-1.40612	-21.0105
4.46361	4.11111	1.02569	0.118436	-1.85912	0.508146
4.50781	4.11111	-1.44017	0.0323341	-2.13702	-13.083
4.552	4.11111	-0.675971	-0.0706264	-2.42674	-0.0294449
4.59619	4.11111	-1.43404	-0.177493	-2.4009	1.19901
4.64039	4.11111	-2.62271	-0.283173	-2.39755	-1.04752
4.68458	4.11111	-1.0283	-0.383859	-2.01719	18.2623
4.72878	4.11111	-4.2462	-0.461764	-1.65688	-1.95877
4.77297	4.11111	-0.382023	-0.525607	-0.97717	32.722
4.81716	4.11111	-4.94981	-0.548128	-0.297575	-1.96417
4.86136	4.11111	0.244215	-0.549863	0.520797	38.9946
4.90555	4.11111	-4.32564	-0.501636	1.37089	-0.520267
4.94975	4.11111	0.621013	-0.430448	2.10149	33.5792
4.99394	4.11111	-2.35325	-0.31503	2.89066	2.13824
5.03814	4.11111	0.675475	-0.180377	3.31076	16.8706
5.08233	4.11111	0.510646	-0.0215494	3.78832	4.74335
5.12652	4.11111	0.537576	0.146856	3.75137	-6.41542
5.17072	4.11111	3.42799	0.310238	3.72831	5.37164
5.21491	4.11111	0.47938	0.469196	3.21615	-28.5517
5.25911	4.11111	5.4895	0.593638	2.64499	2.70758
5.3033	4.11111	0.676719	0.698543	1.77205	-42.2159
5.3475	4.11111	6.0905	0.74851	0.78029	-2.66026
5.39169	4.11111	1.06558	0.767133	-0.237511	-43.4045
5.43588	4.11111	5.17274	0.72579	-1.37268	-7.97218
5.48008	4.11111	1.30635	0.649131	-2.28156	-33.1536
5.52427	4.11111	3.25603	0.523761	-3.21555	-9.11821
5.56847	4.11111	0.853345	0.369968	-3.80582	-17.5905
5.61266	4.11111	1.53508	0.190339	-4.19448	-3.55271e-15

0.0441942	4.22222	2.29418	0.28465	0.00395787	-2.27341
0.0883883	4.22222	3.09166	0.284554	0.0358032	3.71457
0.132583	4.22222	3.27709	0.289761	0.19977	3.70565
0.176777	4.22222	2.73031	0.300577	0.252793	-1.3061
0.220971	4.22222	2.59941	0.310128	0.171621	-2.36735
0.265165	4.22222	3.34754	0.317182	0.187913	3.10465
0.309359	4.22222	2.56248	0.326333	0.176763	-3.60924
0.353553	4.22222	3.14784	0.332071	0.115737	0.847471
0.397748	4.22222	2.33558	0.335933	0.0119562	-5.54395
0.441942	4.22222	1.85783	0.330178	-0.292072	-8.21484
0.486136	4.22222	2.79638	0.312169	-0.456829	0.758731
0.53033	4.22222	2.62051	0.292677	-0.426273	0.624106
0.574524	4.22222	3.12997	0.276046	-0.290199	5.5339
0.618718	4.22222	2.64209	0.267471	-0.123977	1.9885
0.662913	4.22222	2.86424	0.264507	0.00281326	3.74925
0.707107	4.22222	3.31878	0.269245	0.233154	6.67481
0.751301	4.22222	1.3415	0.280753	0.167392	-9.65087
0.795495	4.22222	2.2498	0.281162	-0.0937637	-2.16771
0.839689	4.22222	2.09453	0.274693	-0.203705	-2.80767
0.883883	4.22222	2.62735	0.264555	-0.218742	2.12715
0.928078	4.22222	2.7279	0.257345	-0.0989418	3.2943
0.972272	4.22222	1.65845	0.253539	-0.133271	-4.84789
1.01647	4.22222	2.42205	0.245092	-0.199676	1.84304
1.06066	4.22222	2.39748	0.238137	-0.113536	2.05555
1.10485	4.22222	1.47075	0.232884	-0.174964	-4.83569
1.14905	4.22222	2.33822	0.2229	-0.220851	2.75932
1.19324	4.22222	1.58178	0.214092	-0.217228	-2.59534
1.23744	4.22222	1.32829	0.201627	-0.354227	-3.60372
1.28163	4.22222	1.73135	0.183914	-0.414433	0.878883
1.32583	4.22222	1.5332	0.166342	-0.383227	0.533122
1.37002	4.22222	1.49602	0.150194	-0.341591	1.35133
1.41421	4.22222	1.44242	0.136578	-0.271049	1.84134
1.45841	4.22222	0.950204	0.125386	-0.258235	-1.26153
1.5026	4.22222	1.16565	0.113569	-0.257898	1.27677
1.5468	4.22222	1.1744	0.103653	-0.185453	2.00127
1.59099	4.22222	0.739706	0.0964559	-0.161913	-0.935889
1.63518	4.22222	0.5731	0.0881619	-0.218563	-1.62802
1.67938	4.22222	0.71958	0.0775389	-0.247912	0.300002
1.72357	4.22222	0.629389	0.0668881	-0.233872	0.335447
1.76777	4.22222	0.410792	0.0565567	-0.240895	-0.653228
1.81196	4.22222	0.462524	0.045659	-0.243607	0.530502
1.85616	4.22222	0.327198	0.0352986	-0.227705	0.189035
1.90035	4.22222	0.412076	0.0258509	-0.190158	1.51029
1.94454	4.22222	0.367617	0.0189559	-0.121146	1.61317
1.98874	4.22222	0.20172	0.0148378	-0.0728689	0.571297
2.03293	4.22222	0.222398	0.0122825	-0.0403609	0.899988
2.07713	4.22222	0.0565019	0.0109793	-0.0276205	-0.3235
2.12132	4.22222	0.166096	0.00975189	-0.0209385	0.62592
2.16551	4.22222	0.00370045	0.0090369	-0.0204924	-0.605728
2.20971	4.22222	0.0932306	0.00779963	-0.0296062	0.193337
2.2539	4.22222	0.00104763	0.00647466	-0.0350097	-0.437894
2.2981	4.22222	0.0267033	0.00461031	-0.0468426	-0.0975309
2.34229	4.22222	0.0136886	0.00246184	-0.0500165	-0.0461161
2.38649	4.22222	-0.0240106	0.000163064	-0.0549733	-0.178173
2.43068	4.22222	0.0135961	-0.00228714	-0.0524577	0.292025
2.47487	4.22222	-0.0509359	-0.00443684	-0.0474771	-0.066605
2.51907	4.22222	-0.00780862	-0.00644401	-0.0398071	0.413662
2.56326	4.22222	-0.0526312	-0.00788268	-0.027195	0.157153
2.60746	4.22222	-0.0411228	-0.00887981	-0.0167617	0.314943
2.65165	4.22222	-0.031598	-0.00928122	-0.000686545	0.412602
2.69584	4.22222	-0.0661075	-0.0090052	0.0109953	0.116106
2.74004	4.22222	0.0119702	-0.00822522	0.0283833	0.670684
2.78423	4.22222	-0.0644043	-0.00655273	0.0419577	-0.0563193
2.82843	4.22222	0.0695057	-0.00445948	0.059405	0.845792
2.87262	4.22222	-0.0264452	-0.00132943	0.0749971	-0.140111
2.91682	4.22222	0.127111	0.00216077	0.0899937	0.818694
2.96101	4.22222	0.0479304	0.00662827	0.105216	-0.129744
3.0052	4.22222	0.162826	0.0113365	0.11207	0.439944
3.0494	4.22222	0.147476	0.0165583	0.120558	-0.0558624
3.09359	4.22222	0.150891	0.0217214	0.110634	-0.393299
3.13779	4.22222	0.245986	0.0263649	0.102594	0.0294884
3.18198	4.22222	0.07227	0.0303912	0.0675011	-1.61775
3.22617	4.22222	0.300223	0.0323387	0.032955	0.0542223
3.27037	4.22222	-0.0646553	0.0329033	-0.0287871	-2.84799
3.31456	4.22222	0.268395	0.0297848	-0.0912103	0.0227677
3.35876	4.22222	-0.234362	0.0246106	-0.169273	-3.555
3.40295	4.22222	0.116202	0.0147955	-0.249241	-0.0643082
3.44715	4.22222	-0.389484	0.00270338	-0.320829	-3.17494
3.49134	4.22222	-0.15099	-0.0135769	-0.393439	-0.111333
3.53553	4.22222	-0.474215	-0.0314841	-0.426358	-1.37857
3.57973	4.22222	-0.48907	-0.0512525	-0.458564	-0.0786989
3.62392	4.22222	-0.437225	-0.0710054	-0.422131	1.72759
3.66812	4.22222	-0.809685	-0.0885306	-0.38341	0.0245066
3.71231	4.22222	-0.248385	-0.103667	-0.261311	5.50158
3.7565	4.22222	-0.989976	-0.111576	-0.135866	0.17596
3.8007	4.22222	0.0817544	-0.114601	0.0625268	8.8011
3.84489	4.22222	-0.919355	-0.106033	0.262156	0.233948
3.88909	4.22222	0.486355	-0.090972	0.492757	10.2005
3.93328	4.22222	-0.522129	-0.0625081	0.721482	0.151372
3.97748	4.22222	0.853188	-0.0277568	0.912377	8.48642
4.02167	4.22222	0.194528	0.0180765	1.0993	-0.0264222
4.06586	4.22222	1.04544	0.0676601	1.16815	3.14237
4.11006	4.22222	1.10776	0.121273	1.23314	-0.201355
4.15425	4.22222	0.958642	0.173973	1.11589	-5.10526
4.19845	4.22222	1.98733	0.219897	0.998052	-0.226974
4.24264	4.22222	0.556378	0.259215	0.678158	-14.2511
4.28683	4.22222	2.53767	0.279904	0.363111	-0.00761819
4.33103	4.22222	-0.0883021	0.289019	-0.107389	-21.282
4.37522	4.22222	2.47449	0.270543	-0.569309	0.375873
4.41942	4.22222	-0.792696	0.238136	-1.06926	-22.9981
4.46361	4.22222	1.6198	0.176105	-1.56454	0.582146
4.50781	4.22222	-1.31352	0.101732	-1.93173	-17.197
4.552	4.22222	0.0113044	0.00524736	-2.30679	0.221839
4.59619	4.22222	-1.44715	-0.0978247	-2.38874	-3.93078
4.64039	4.22222	-2.02416	-0.206208	-2.49198	-0.740656
4.68458	4.22222	-1.1483	-0.312359	-2.20612	13.6782
4.72878	4.22222	-3.9072	-0.40155	-1.94373	-1.80497
4.77297	4.22222	-0.544049	-0.478814	-1.31802	30.1241
4.81716	4.22222	-4.96607	-0.518138	-0.699213	-2.11763
4.86136	4.22222	0.103091	-0.537681	0.118779	39.1308
4.90555	4.22222	-4.67946	-0.507277	0.961934	-0.970388
4.94975	4.22222	0.530459	-0.45361	1.74013	36.1831
4.99394	4.22222	-2.91508	-0.352636	2.57526	1.61374
5.03814	4.22222	0.623909	-0.23099	3.07034	20.7884
5.08233	4.22222	-0.0715812	-0.080332	3.62797	4.44934
5.12652	4.22222	0.492984	0.0820147	3.66726	-2.67126
5.17072	4.22222	2.99196	0.244156	3.72959	5.49183
5.21491	4.22222	0.419874	0.404039	3.27372	-26.124
5.25911	4.22222	5.27869	0.532755	2.76628	3.16285
5.3033	4.22222	0.609881	0.643569	1.92057	-41.4388
5.3475	4.22222	6.07817	0.70077	0.957071	-2.15861
5.39169	4.22222	1.01881	0.727398	-0.0587087	-43.8147
5.43588	4.22222	5.26151	0.693775	-1.19712	-7.70868
5.48008	4.22222	1.29789	0.624798	-2.1171	-33.9195
5.52427	4.22222	3.34529	0.506194	-3.06822	-9.12725
5.56847	4.22222	0.867432	0.35875	-3.66937	-18.0741
5.61266	4.22222	1.57751	0.184836	-4.06871	0

0.0441942	4.33333	2.2308	0.269705	-0.00189102	-2.60132
0.0883883	4.33333	3.07368	0.269158	0.024132	3.77899
0.132583	4.33333	3.20623	0.273784	0.18225	3.37652
0.176777	4.33333	2.66083	0.283533	0.222676	-1.54705
0.220971	4.33333	2.55691	0.291607	0.136917	-2.33398
0.265165	4.33333	3.31547	0.2972	0.157407	3.26126
0.309359	4.33333	2.51141	0.305116	0.15048	-3.57476
0.353553	4.33333	3.10419	0.309758	0.0931427	0.97997
0.397748	4.33333	2.22952	0.312611	-0.0142758	-5.84108
0.441942	4.33333	1.8491	0.305686	-0.312465	-7.65346
0.486136	4.33333	2.75099	0.287248	-0.45757	1.08669
0.53033	4.33333	2.49416	0.267856	-0.42525	0.375984
0.574524	4.33333	3.08273	0.251249	-0.285134	5.96496
0.618718	4.33333	2.59621	0.243308	-0.100595	2.38634
0.662913	4.33333	2.79775	0.241679	0.0378801	3.88022
0.707107	4.33333	3.21708	0.247963	0.265072	6.40136
0.751301	4.33333	1.3229	0.260783	0.198658	-9.40693
0.795495	4.33333	2.20523	0.262707	-0.0588457	-2.24642
0.839689	4.33333	2.00425	0.257568	-0.181518	-3.3051
0.883883	4.33333	2.61697	0.248129	-0.204675	2.25711
0.928078	4.33333	2.67429	0.241551	-0.0870476	3.066
0.972272	4.33333	1.63966	0.238134	-0.125609	-4.8111
1.01647	4.33333	2.41244	0.230085	-0.188799	1.9517
