#b 	 momk 	 DP 	 WW 
0.176777	0.666667	2.18826	0
0.220971	0.666667	2.24448	0
0.265165	0.666667	2.28899	0
0.309359	0.666667	2.36123	0
0.353553	0.666667	2.41975	0
0.397748	0.666667	2.53147	0
0.441942	0.666667	2.6528	0
0.486136	0.666667	2.79556	0
0.53033	0.666667	2.89714	0
0.574524	0.666667	3.07989	0
0.618718	0.666667	3.26637	0
0.662913	0.666667	3.43168	0
0.707107	0.666667	3.59676	0
0.751301	0.666667	3.84102	0
0.795495	0.666667	4.05409	0
0.839689	0.666667	4.30722	0
0.883883	0.666667	4.58894	0
0.928078	0.666667	4.90637	0
0.972272	0.666667	5.2326	0
1.01647	0.666667	5.59128	0
1.06066	0.666667	5.97452	0
1.10485	0.666667	6.34338	0
1.14905	0.666667	6.70629	0
1.19324	0.666667	7.11122	0
1.23744	0.666667	7.5389	0
1.28163	0.666667	7.9845	0
1.32583	0.666667	8.44035	0
1.37002	0.666667	8.89632	0
1.41421	0.666667	9.39887	0
1.45841	0.666667	9.90474	0
1.5026	0.666667	10.4162	0
1.5468	0.666667	10.9272	0
1.59099	0.666667	11.4514	0
1.63518	0.666667	11.9717	0
1.67938	0.666667	12.5052	0
1.72357	0.666667	13.0459	0
1.76777	0.666667	13.5797	0
1.81196	0.666667	14.1017	0
1.85616	0.666667	14.6271	0
1.90035	0.666667	15.1638	0
1.94454	0.666667	15.6896	0
1.98874	0.666667	16.2163	0
2.03293	0.666667	16.7301	0
2.07713	0.666667	17.2593	0
2.12132	0.666667	17.7879	0
2.16551	0.666667	18.3016	0
2.20971	0.666667	18.7941	0
2.2539	0.666667	19.2752	0
2.2981	0.666667	19.7419	0
2.34229	0.666667	20.1901	0
2.38649	0.666667	20.6212	0
2.43068	0.666667	21.035	0
2.47487	0.666667	21.422	0
2.51907	0.666667	21.7852	0
2.56326	0.666667	22.1268	0
2.60746	0.666667	22.4509	0
2.65165	0.666667	22.7529	0
2.69584	0.666667	23.0335	0
2.74004	0.666667	23.2949	0
2.78423	0.666667	23.5383	0
2.82843	0.666667	23.764	0
2.87262	0.666667	23.9731	0
2.91682	0.666667	24.1645	0
2.96101	0.666667	24.3396	0
3.0052	0.666667	24.4991	0
3.0494	0.666667	24.6439	0
3.09359	0.666667	24.7752	0
3.13779	0.666667	24.8934	0
3.18198	0.666667	24.9997	0
3.22617	0.666667	25.0943	0
3.27037	0.666667	25.1783	0
3.31456	0.666667	25.2508	0
