#b 	 momk 	 DP 	 WW 
4.99394	3	-1.49425e-10	-8.70232e-12
5.03814	3	-1.67622e-10	-2.15531e-11
5.08233	3	9.43583e-12	1.02895e-11
5.12652	3	5.65231e-11	2.2803e-11
5.17072	3	6.51253e-11	2.07178e-11
5.21491	3	1.29539e-10	3.70944e-11
5.25911	3	7.55272e-11	2.15123e-11
5.3033	3	1.26923e-10	3.55785e-11
5.3475	3	6.42001e-11	1.837e-11
5.39169	3	9.86086e-11	2.71595e-11
5.43588	3	4.95811e-11	1.40383e-11
5.48008	3	7.08756e-11	1.87913e-11
5.52427	3	3.52166e-11	1.02677e-11
5.56847	3	3.86555e-11	1.14629e-11
5.61266	3	4.99438e-11	8.05985e-12

0	4	-4.07327	-5.45205
0.0441942	4	-0.904388	-7.24803
0.0883883	4	-1.59502	-2.86224
0.132583	4	-2.47089	-10.9919
0.176777	4	7.22001	-3.09236
0.220971	4	4.23072	0.965541
0.265165	4	8.42791	-0.982481
0.309359	4	9.6205	-3.26035
0.353553	4	27.0971	-4.24015
0.397748	4	6.06981	-15.8314
0.441942	4	2.02718	-6.71936
0.486136	4	10.1876	-8.39574
0.53033	4	-14.3409	7.68653
0.574524	4	-0.432885	0.460958
0.618718	4	-1.66252	-8.0055
0.662913	4	9.62074	-1.69077
0.707107	4	15.9162	3.57739
0.751301	4	6.64503	-6.46307
0.795495	4	11.4531	-2.21043
0.839689	4	7.57427	3.32313
0.883883	4	-2.25939	-2.76099
0.928078	4	1.77851	-1.22611
0.972272	4	6.14935	-0.0159518
1.01647	4	6.39046	1.90568
1.06066	4	6.62177	-1.22986
1.10485	4	5.20948	-0.352536
1.14905	4	4.285	0.0418328
1.19324	4	4.19414	0.426152
1.23744	4	3.82426	0.830896
1.28163	4	3.2157	0.766963
1.32583	4	2.50292	0.584793
1.37002	4	2.00166	0.465775
1.41421	4	1.50587	0.327715
1.45841	4	1.14653	0.207285
1.5026	4	0.832356	0.133042
1.5468	4	0.597394	0.0742646
1.59099	4	0.408375	0.0422679
1.63518	4	0.273616	0.0220291
1.67938	4	0.174431	0.0124345
1.72357	4	0.106948	0.00897996
1.76777	4	0.0614344	0.00624266
1.81196	4	0.0327977	0.00699156
